Site, Site name, Start, End, Lat, Lon
005092, LEARMONTH MILOS AWS COMPARISON, 1998, 2001, -22.2367, 114.0869
005093, AUSKI MUNJINA ROADHOUSE, 1998, .., -22.3767, 118.6886
005094, BARROW ISLAND AIRPORT, 1998, .., -20.8740, 115.4066
005095, CHEELA PLAINS, 2002, .., -22.9367, 116.9731
005096, POINT MURAT NAVY PIER, 2007, .., -21.8167, 114.1910
005097, LEARMONTH SOLAR OBSERVATORY, 2013, .., -22.2183, 114.1031
005098, KARIJINI NORTH, 2018, .., -22.2999, 118.4498
005101, KARRATHA RADAR, 2024, .., -20.9924, 116.8758
005102, LEARMONTH AIRPORT (AUTO EVAP), 2024, .., -22.2406, 114.0967
006000, BIDGEMIA, 1887, .., -25.0417, 115.3092
006001, BILLABALONG, 1901, .., -27.4231, 115.8347
006002, BINTHALYA, 1904, 1979, -24.6850, 114.8358
006003, BOOLATHANA, 1897, .., -24.6525, 113.6936
006004, BOOLOGOORO, 1904, 1982, -24.3333, 114.0242
006005, BRICKHOUSE, 1903, .., -24.8208, 113.7853
006006, BULLARDOO, 1910, 1985, -27.8550, 115.6733
006007, TALISKER, 1998, 2004, -26.2739, 115.2578
006008, CALLAGIDDY STATION, 1910, .., -25.0481, 114.0294
006009, CARDABIA, 1913, 2024, -23.1044, 113.8038
006010, CAREY DOWNS, 1910, .., -25.6114, 115.4625
006011, CARNARVON AIRPORT, 1945, .., -24.8878, 113.6700
006012, CARRARANG, 1894, 2000, -26.4628, 113.5050
006013, COBURN STATION, 1946, 2010, -26.6972, 114.3181
006014, COOKERABINGIE, 1929, 1955, -23.5000, 114.1000
006015, COORALYA, 1891, .., -24.4453, 114.0779
006016, CORDALIA, 1931, 1949, -23.3000, 114.7000
006017, DAIRY CREEK, 1900, .., -25.2786, 115.8633
006018, DIRK HARTOG ISLAND, 1893, 1948, -26.0333, 113.2167
006019, DOORAWARRAH, 1897, .., -24.8060, 114.4310
006020, EDAGGEE, 1915, .., -25.3600, 114.2292
006021, EUDAMULLAH, 1928, .., -24.4508, 115.6072
006022, GASCOYNE JUNCTION, 1907, .., -25.0544, 115.2100
006023, GNARALOO, 1912, .., -23.8222, 113.5256
006024, GOOMBARDIE, 1929, 1954, -24.6667, 114.3500
006025, HAMELIN POOL, 1885, .., -26.3994, 114.1658
006026, HAMELIN STATION, 1926, .., -26.4278, 114.1916
006027, JIMBA JIMBA, 1888, .., -25.0442, 115.1331
006028, THE OVERLANDER, 1959, 1970, -26.4000, 114.4667
006029, LYNDON, 1898, .., -23.6361, 115.2461
006030, LYONS RIVER, 1906, .., -24.6314, 115.3383
006031, MANGAROON, 1906, 1981, -23.9150, 115.6183
006032, MARDATHUNA, 1918, .., -24.4733, 114.5553
006033, MAROONAH, 1896, .., -23.4796, 115.5478
006034, MARRON, 1911, .., -25.3656, 114.3594
006035, MEADOW STATION, 1932, 1985, -26.7025, 114.6183
006036, MEEDO, 1899, .., -25.6631, 114.6261
006037, MERLINLEIGH, 1925, 1982, -24.3142, 115.1892
006038, MIA MIA, 1903, .., -23.3817, 114.4375
006039, MINILYA, 1901, .., -23.8497, 113.9714
006040, MINNIE CREEK, 1900, .., -24.0306, 115.6967
006041, MOOGOOREE, 1920, 1981, -24.0633, 115.2050
006042, MOUNT SANDIMAN, 1947, 2003, -24.4117, 115.3958
006043, NEW FOREST, 1900, 1987, -27.3700, 115.6517
006044, DENHAM, 1893, .., -25.9265, 113.5325
006045, TAMALA, 1900, .., -26.6969, 113.7158
006046, TOWERA, 1892, 2000, -23.1747, 115.1194
006047, TOWRANA, 1914, 1995, -25.4050, 115.2267
006048, TWIN PEAKS, 1903, 2011, -27.3853, 115.9664
006049, WAIL, 1906, 1944, -27.1000, 115.5000
006050, WANDAGEE, 1890, .., -23.7647, 114.5539
006051, WANDINA, 1945, 2007, -27.9864, 115.6306
006052, WILLIAMBURY, 1888, .., -23.8608, 115.1475
006053, WINDERIE, 1909, .., -25.3021, 115.1164
006054, WOODLEIGH, 1926, .., -26.0511, 114.7542
006055, WOOLGORONG, 1904, .., -27.7456, 115.8286
006056, WOORAMEL, 1898, .., -25.7400, 114.2847
006057, YALBALGO, 1909, .., -25.1883, 114.6800
006058, YALLALONG, 1904, .., -27.4278, 115.5147
006059, YARINGA STATION, 1923, .., -25.9436, 114.3222
006060, CARBLA STATION, 1913, .., -26.2011, 114.2869
006061, MEERAGOOLIA, 1947, 2011, -24.9017, 114.2164
006062, CARNARVON POST OFFICE, 1883, .., -24.8858, 113.6565
006063, COOLCALALYA, 1929, 1943, -27.5167, 115.0500
006064, MOOGOOREE O.S., 1930, 1947, -24.2167, 115.3833
006065, PLEAIDES, 1929, 1954, -23.4000, 114.7000
006066, WINNING, 1898, .., -23.1567, 114.5403
006067, MIA MIA 2 SUB BORE, 1953, 1955, -23.5000, 114.0167
006068, WAHROONGA, 1953, .., -25.4906, 114.3981
006069, MOUNT NARRYER, 1900, .., -26.5903, 115.9267
006070, HILL SPRINGS, 1949, .., -24.3058, 114.5003
006071, MUGGON, 1932, 2018, -26.6167, 115.5467
006072, EMU CREEK STATION, 1898, .., -23.0314, 115.0414
006073, BERNIER ISLAND, 1901, 1918, -24.8333, 113.3000
006074, MILLIE MILLIE, 1889, 1897, -24.8667, 114.5833
006075, BOODALIA, 1921, 1934, -25.2000, 113.9000
006076, BOOLAGOORDA, 1912, 1919, -26.3000, 114.2500
006077, BOUNDARY STORE, 1918, 1928, -25.3000, 115.6000
006078, CALLATHARRA, 1928, 1939, -25.8000, 115.1000
006079, ELLA VALLA, 1907, 2005, -25.0881, 114.3836
006080, NANGA, 1963, 1996, -26.2564, 113.8064
006081, NILEMAH, 1915, 1931, -26.4000, 114.0500
006082, POINT CHARLES, 1906, 1930, -24.5000, 113.5000
006083, SHAWS TANK, 1922, 1942, -24.3000, 113.8000
006084, WARROORA, 1909, .., -23.4836, 113.7926
006085, YALOBIA, 1894, 1940, -24.2000, 114.1000
006086, MINGENEW WELL, 1895, 1899, -25.2333, 115.6333
006087, BRICKHOUSE WOOLSHED, 1966, 1977, -24.8167, 113.8333
006088, COORALYA O.S., 1929, 1931, -24.4333, 114.2667
006089, CAPE FARQUHAR, 1913, 1920, -23.6333, 113.6167
006090, MEEBERRIE, 1920, 1994, -26.9600, 115.9733
006091, MEARABUNDIE, 1906, 1910, -25.9667, 115.9833
006092, BILLABONG ASA, 1969, .., -26.8156, 114.6133
006093, MINILYA BRIDGE, 1972, 1987, -23.8100, 114.0083
006094, CAPE CUVIER, 1971, 1975, -24.2167, 113.3833
006095, QUOBBA, 1952, .., -24.3967, 113.4056
006096, DOORAWARRAH O.S., 1929, 1930, -25.0167, 114.2833
006097, USELESS LOOP, 1982, .., -26.1203, 113.3975
006098, WEEDARRAH, 1985, .., -25.0280, 115.8620
006099, MURCHISON, 1987, .., -26.8956, 115.9567
006100, COOLCALALAYA, 1985, 2013, -27.5250, 115.0569
006101, YALARDY, 1988, 2000, -26.0983, 115.2444
006102, STEEP POINT, 1996, .., -26.1764, 113.2149
006103, MIDDALYA, 1911, .., -23.9064, 114.7681
006104, MINNIE CREEK AIRSTRIP, 2011, .., -24.0297, 115.6894
006105, SHARK BAY AIRPORT, 2000, .., -25.8925, 113.5772
006106, MOOLOO DOWNS, 1925, .., -25.0370, 115.9940
006107, FAR END PLANTATION, 2005, 2009, -24.8128, 113.7925
006108, CAPE CUVIER WHARF, 2008, .., -24.2201, 113.3975
006109, GNARALOO - 3 MILE CAMP, 2010, .., -23.8761, 113.4972
006110, RED BLUFF, 2010, .., -24.0305, 113.4509
006111, WINDERIE AIRSTRIP, 2011, .., -25.3097, 115.1450
006112, LYONS RIVER AIRSTRIP, 2011, .., -24.6200, 115.3347
006113, BULLARDOO TBRG, 2019, .., -27.8556, 115.6716
006115, CARDABIA EAST, 2024, .., -23.1289, 114.0506
007000, BARNONG, 1902, 2012, -28.6294, 116.2814
007001, BEEBYN, 1910, .., -26.9683, 117.9031
007002, BELELE, 1899, 2006, -26.3611, 118.0283
007003, BERINGARRA, 1883, .., -26.0417, 116.9528
007004, BIG BELL, 1939, 1954, -27.3500, 117.6667
007005, BOODANOO, 1910, 1949, -28.3000, 117.9000
007006, BOOGARDIE, 1910, .., -28.0411, 117.6703
007007, BOOLARDY, 1891, .., -26.9839, 116.5353
007008, BRYAH, 1919, .., -25.5059, 118.7983
007009, BULLARA, 1911, 1974, -27.4833, 117.3000
007010, BUNNAWARRA, 1912, 2013, -28.6058, 116.5719
007011, BURNERBINMAH, 1902, 2016, -28.7839, 117.3625
007012, BUTTAH, 1918, 1998, -26.1297, 118.4853
007013, COGLA DOWNS NATTE, 1912, 1947, -27.2500, 118.3333
007014, COODARDY, 1898, .., -27.2528, 117.6522
007015, COODARDY YENTON, 1927, 1955, -27.3000, 117.2500
007016, COODINGNOW, 1905, 1961, -29.3667, 117.7000
007017, CUE, 1894, .., -27.4250, 117.8936
007018, CULLCULLI, 1916, 1988, -27.0392, 118.3650
007019, BULLOO DOWNS, 1917, .., -24.0019, 119.5725
007020, ANNEAN, 1887, 2009, -26.8764, 118.1731
007021, AUSTIN DOWNS, 1907, 2004, -27.3839, 117.7453
007022, DAY DAWN, 1896, 1955, -27.4667, 117.8500
007023, DOOLGUNNA, 1929, .., -25.6864, 119.2258
007024, EDAH, 1937, .., -28.2731, 117.1544
007025, WANNA, 1929, 2002, -23.9214, 116.5594
007026, FOUR CORNERS, 1920, 1973, -26.4500, 118.2000
007027, GABYON, 1888, .., -28.2494, 116.3400
007028, WANNA, 1946, .., -24.0469, 116.2181
007029, GLENBURGH, 1908, 1948, -25.4333, 116.1167
007030, JUDAL STATION, 1921, .., -26.1142, 117.5047
007031, HILLVIEW, 1917, .., -26.9033, 118.8361
007032, ILLGIDDY, 1925, 1981, -27.6292, 117.4867
007033, ILLGARARIE, 1924, 2020, -24.3444, 119.5808
007034, JINGEMARRA, 1923, .., -27.7444, 116.7439
007035, KALLI, 1921, 1995, -26.8936, 117.1211
007036, KILLARA, 1925, 1998, -26.3475, 118.9583
007037, KIRKALOCKA, 1910, .., -28.5564, 117.7803
007038, KOONMARRA, 1927, 2020, -26.2750, 117.7842
007039, LAKE AUSTIN, 1898, 1963, -27.6000, 117.9000
007040, LAKESIDE, 1915, 1981, -27.5958, 117.7500
007041, LANDOR, 1902, .., -25.1303, 116.9047
007042, MADOONGA, 1926, 2016, -26.9367, 117.5928
007043, MANFRED, 1899, 2018, -26.4458, 116.5467
007044, MARLOO, 1912, 1948, -28.3000, 116.2000
007045, MEEKATHARRA AIRPORT, 1944, .., -26.6136, 118.5372
007046, MEEKATHARRA POST OFFICE, 1908, 1988, -26.5933, 118.4883
007047, MEELINE STATION, 1923, .., -28.4467, 118.2678
007048, MEKA STATION, 1900, .., -27.4222, 116.8250
007049, MILEURA, 1899, .., -26.3736, 117.3339
007050, MILGUN, 1916, .., -25.0942, 118.2983
007051, MINGAH, 1919, 1951, -24.9500, 118.7133
007052, MOORARIE, 1889, .., -25.9214, 117.6000
007053, MOUNT AUGUSTUS, 1901, .., -24.3086, 116.9111
007054, MOUNT FARMER, 1927, .., -27.8794, 117.5506
007055, MOUNT GOULD, 1893, .., -25.8058, 117.3905
007056, MOUNT JAMES, 1930, 1980, -24.8567, 116.8950
007057, MOUNT MAGNET, 1894, 2014, -28.0617, 117.8506
007058, MOUNT PHILLIP, 1902, .., -24.4000, 116.3078
007059, MOUNT VERNON, 1939, .., -24.2297, 118.2408
007060, MOUNT WITTENOOM, 1900, .., -27.4189, 116.6897
007061, MULGUL, 1925, 1986, -24.8333, 118.4717
007062, MUNDIWINDI, 1915, 1981, -23.7942, 120.2442
007063, MURALGARRA, 1904, 2019, -28.5253, 117.0344
007064, MURGOO, 1889, .., -27.3636, 116.4261
007065, NALBARRA, 1906, .., -28.6519, 117.6083
007066, NANNINE, 1894, 1955, -26.9000, 118.4000
007067, NARNDEE, 1921, .., -28.9467, 118.1857
007068, NINGHAN STATION, 1905, .., -29.4250, 117.2906
007069, NOONGAL, 1913, 2002, -28.1233, 116.8294
007070, PEAK HILL, 1898, 2000, -25.6381, 118.7131
007071, PINDATHUNA, 1905, 2024, -28.0531, 116.6514
007072, PULLAGAROO, 1921, .., -29.1886, 117.9222
007073, RPF 126 MILE, 1905, 1955, -29.5500, 118.5000
007074, DROMEDARY HILLS, 1905, 1936, -29.0167, 118.4500
007075, RPF 180 MILE, 1910, 1948, -26.8500, 118.7000
007076, RPF 206 MILE, 1905, 1952, -27.9500, 118.6000
007077, REEDY, 1937, 1949, -27.1500, 118.2500
007078, SHERWOOD, 1925, .., -26.5593, 118.5423
007079, SYLVANIA, 1950, 2024, -23.5867, 120.0517
007080, THREE RIVERS, 1907, .., -25.1256, 119.1514
007081, THUNDELARRA, 1906, .., -28.8928, 117.1333
007082, TUCKANARRA, 1900, .., -27.1192, 118.0842
007083, TUREE CREEK, 1920, .., -23.6239, 118.6561
007084, ULLAWARRA, 1895, 2008, -23.4800, 116.1108
007085, WANARIE, 1916, 2002, -27.8336, 117.8792
007086, WANDARY, 1902, 1943, -25.7000, 118.0000
007087, WINDSOR, 1920, 2008, -28.0097, 118.5753
007088, WOOGALONG, 1923, 1987, -27.8058, 116.5692
007089, WOOLEEN, 1895, .., -27.0878, 116.1606
007090, WYDGEE, 1904, .., -28.8439, 117.8311
007091, YALGOO, 1896, .., -28.3386, 116.6825
007092, YANDIL, 1903, 1984, -26.3608, 119.8233
007093, YARLERWEELOR, 1924, .., -25.5786, 117.9933
007094, YINNETHARRA, 1961, .., -24.6510, 116.1650
007095, YOWERAGABBIE, 1898, .., -28.2322, 117.6556
007096, YUIN, 1898, .., -27.9808, 116.0347
007097, WONDINONG, 1909, .., -27.8608, 118.4183
007098, COONATHAGO O.S., 1947, 1976, -28.8000, 117.6000
007099, YARRABUBBA, 1914, .., -27.1308, 118.7803
007100, MOUNT PADBURY, 1902, .., -25.6933, 118.0803
007101, MUNARRA, 1921, .., -26.2822, 118.6933
007102, MURRAMUNDA, 1915, 1949, -23.5000, 120.5000
007103, NEDS CREEK, 1947, .., -25.4800, 119.6492
007104, PINGANDY, 2000, .., -23.9958, 117.5225
007105, WOODLANDS, 1955, .., -24.8083, 118.1105
007106, WURARGA, 1902, 1983, -28.4150, 116.2833
007107, NOONDIE 2, 1914, 2000, -27.1178, 117.1175
007108, WINDIMURRA, 1962, 1980, -28.3250, 118.5450
007109, PAYNES FIND, 1919, 1974, -29.2500, 117.6667
007110, LENNONVILLE, 1900, 1973, -27.9500, 117.8667
007111, COBRA STATION, 1898, 2005, -24.2008, 116.4750
007112, BUNGALOW, 1906, 1914, -26.0667, 118.6667
007113, ERRIVILLA, 1893, 1903, -25.3333, 117.2500
007114, WEARAGAMINDA, 1906, 1930, -28.4833, 116.5500
007115, WOOLARA, 1915, 1930, -28.0000, 118.0000
007116, RPF 375, 1910, 1931, -26.4000, 119.8000
007117, YARRA YARRA, 1897, 1909, -26.1667, 116.2500
007118, ABBOTTS, 1898, 1913, -26.4000, 118.4000
007119, ASHBURTON DOWNS, 1920, .., -23.3856, 117.0322
007120, BADGA, 1909, 1925, -28.6000, 116.8000
007121, BALD HILL, 1935, 1945, -24.7000, 119.7500
007122, BUNGAR, 1925, 1939, -29.4500, 118.4500
007123, COGLA DOWNS, 1936, 2002, -27.4375, 118.9292
007124, DALGETY DOWNS, 1908, .., -25.2806, 116.2083
007125, FIELDS FIND, 1898, 1935, -29.0000, 117.3000
007126, GULLEWA POST OFFICE, 1897, 1920, -28.7000, 116.3000
007127, GULLEWA HOUSE, 1905, 1924, -28.6000, 116.3000
007128, GUM CREEK, 1903, 1918, -26.9000, 119.2500
007129, MELANGATA, 1910, .., -27.8036, 116.8857
007130, MILLY MILLY, 1899, .., -26.0747, 116.6942
007131, MINDOOLAH, 1907, 1924, -26.9500, 117.5000
007132, MOUNT CLERE, 1921, .., -25.0964, 117.5922
007133, MOUNT EDGERTON, 1914, 1921, -24.9500, 117.7500
007134, MURCHISON DOWNS, 1914, .., -26.7950, 118.9842
007135, MURRUM STATION, 1900, .., -28.2747, 117.3919
007136, LAKE VIEW DOWNS, 1915, 1929, -27.2000, 118.0000
007137, NOOKAWARRA, 1885, 2010, -26.3028, 116.8789
007138, NICHOLSON DOWNS, 1914, 1921, -27.1000, 117.1000
007139, PAYNES FIND, 1919, .., -29.2708, 117.6836
007140, RPF TWO 64 MILE, 1910, 1935, -27.6500, 117.6000
007141, ROTHESAY, 1898, 1906, -29.3000, 116.9000
007142, CASHMANS, 2004, 2010, -25.9697, 118.6233
007143, WAGGA WAGGA, 1903, 1926, -28.5000, 116.5000
007144, WARRIDAH, 1918, 1928, -29.0000, 117.0000
007145, WARRIEDAR, 1917, 1933, -29.1000, 117.0000
007146, WOGARNO, 1911, .., -28.3831, 117.6817
007147, YARRAQUIN, 1916, 1944, -27.5500, 118.0167
007148, YEDDERADDA, 1907, 1913, -26.2500, 116.6000
007149, MEEKATHARRA, 1964, .., -26.5942, 118.4883
007150, MURRALEE, 1965, 1981, -27.6467, 117.8592
007151, NEWMAN, 1965, 2003, -23.3683, 119.7314
007152, KUMARINA, 1966, 2024, -24.7500, 119.6056
007153, PRAIRIE DOWNS, 1968, .., -23.5531, 119.1478
007154, WYNYANGOO, 1912, .., -27.9369, 118.1889
007155, KARALUNDI, 1968, 1979, -26.1317, 118.6833
007156, TARDIE STATION, 1968, 2022, -27.9578, 116.3383
007157, DALGARANGA, 1913, 2015, -27.7744, 117.0156
007158, INGLEWOOD, 1968, 1972, -27.6167, 118.9333
007159, YARRAQUIN, 1967, .., -27.5481, 118.2182
007160, PAROO, 1968, .., -26.2628, 119.7639
007161, ERRABIDDY, 1969, .., -25.4628, 117.1364
007162, MOUNT SEABROOK, 1926, .., -25.5986, 117.7325
007163, OLD MOUNT PADBURY, 1969, 1976, -25.6833, 118.1000
007164, EDMUND, 1907, .., -23.7633, 116.1206
007165, MINGAH SPRINGS, 1969, .., -24.9483, 118.7147
007166, JOHARDO, 1911, 1916, -28.3500, 116.5500
007167, RPF TWO 115 MILE, 1911, 1914, -28.1500, 116.6167
007168, OUDABUNNA, 1921, 2007, -29.0675, 117.7572
007169, RHODES RIDGE, 1971, 2011, -23.1017, 119.3678
007170, YIRRIGULLY, 1909, 1913, -23.2167, 116.5000
007171, RPF 40 MILE, 1915, 1920, -28.5167, 116.6333
007172, MINDEROO, 1913, 1931, -23.4000, 119.7833
007173, GNOWS NEST, 1923, 1927, -28.5833, 116.8667
007174, GOLDEN GROVE, 1907, 1910, -28.7000, 116.9333
007175, GARDEN GULLY, 1914, 1917, -26.4667, 118.4667
007176, NEWMAN AERO, 1971, .., -23.4213, 119.8023
007177, MININER, 1964, .., -23.6042, 117.6892
007178, PARABURDOO, 1971, 1997, -23.2028, 117.6692
007179, TANGADEE, 1960, .., -24.4114, 118.9408
007180, MARYMIA, 1972, .., -25.0386, 120.0064
007181, WEELARRANA, 1972, .., -22.9789, 120.0100
007182, MOUNT PUCKFORD, 1973, 1974, -25.1333, 116.4833
007183, SPRING CAMP, 1973, 1974, -24.9000, 116.5500
007184, MOUNT MAGNET AERO, 1973, 1984, -28.1183, 117.8300
007185, PARABURDOO AERO, 1974, .., -23.1726, 117.7493
007186, ERONG, 1969, 2003, -25.5650, 116.6653
007187, MOOLA EAST, 1974, 1975, -28.2000, 118.0333
007188, MILGOO PEAK, 1912, 1912, -28.8500, 118.1333
007189, DIAMOND WELL, 1974, 1981, -26.1900, 119.5317
007190, MARANALGO, 1974, .., -29.3892, 117.8297
007191, CAPRICORN ROADHOUSE, 1975, 2008, -23.4531, 119.7994
007192, NALLAN, 1975, .., -27.3158, 117.9719
007193, GLEN STATION, 1982, .., -27.0497, 117.6500
007194, YOUNO DOWNS, 1983, .., -27.0722, 119.2522
007195, BYRO, 1898, .., -26.0794, 116.1539
007196, YUNDA STATION, 1983, 2002, -25.7361, 116.9181
007197, CHALLA, 1896, .., -28.2813, 118.3106
007198, EAROO, 1929, 1940, -29.5000, 118.5000
007199, PLUTONIC (PLANT SITE), 1991, 2015, -25.3106, 119.4481
007200, REEDY, 1988, 1999, -27.1242, 118.2714
007201, WALDBURG, 1989, 2000, -24.7428, 117.3583
007202, GABANINTHA, 1899, 1994, -26.9183, 118.6406
007203, PINDABUNNA, 1993, 2001, -29.3353, 118.1022
007204, MEEKATHARRA MILOS AWS COMPARISON, 1998, 2001, -26.6131, 118.5367
007205, MOUNT AUGUSTUS RESORT, 2000, 2003, -24.3075, 116.9094
007206, BURRINGURRAH, 2012, 2018, -24.6522, 116.9281
007207, LANDOR AIRSTRIP, 2011, .., -25.1283, 116.9369
007208, MOUNT AUGUSTUS AIRSTRIP, 2011, .., -24.3075, 116.9094
007209, COBRA AIRSTRIP, 2011, .., -24.1994, 116.4814
007210, BURRINGURRAH AIRSTRIP, 2011, .., -24.6347, 116.9472
007211, DALGETY DOWNS AIRSTRIP, 2011, .., -25.2694, 116.2211
007212, GINGINJIBBY, 2017, .., -24.6141, 117.6530
007300, TEN SIXTY SIX, 1998, .., -24.1847, 119.7175
007301, MEEKATHARRA AIRPORT (AUTO EVAP), 2024, .., -26.6136, 118.5372
007500, INNOUENDY, 2004, .., -25.6939, 116.5381
007501, NARLOO, 2019, .., -27.8764, 116.2616
007502, GREENOUGH RVR TBRG @ YUIN, 2019, .., -27.9791, 116.0348
007600, MOUNT MAGNET AERO, 1995, .., -28.1156, 117.8425
008000, AJANA, 1917, .., -27.9607, 114.6336
008001, BALLA, 1926, 2002, -28.0603, 114.9461
008002, BALLIDU, 1910, .., -30.5967, 116.7714
008003, BALLIDU EAST, 1930, 1984, -30.5922, 116.9194
008004, BALLINE, 1930, .., -28.0058, 114.2206
008005, BARBERTON, 1911, .., -30.7294, 116.0200
008006, BELLARANGA, 1932, 1969, -29.3333, 115.5000
008007, PINDAWA, 1958, .., -28.8956, 115.8106
008008, BERKSHIRE VALLEY, 1907, .., -30.5831, 116.1350
008009, BINDI BINDI EAST, 1929, 2024, -30.6286, 116.3861
008010, BINNU, 1929, .., -28.0422, 114.6737
008011, BLUFF POINT, 1942, 1979, -28.7550, 114.6133
008012, BOWES, 1931, 1992, -28.3800, 114.6706
008013, BOWGADA, 1904, .., -29.3303, 116.1433
008014, DALWALLINU NORTH, 1930, .., -30.2192, 116.7783
008015, BUNJIL, 1940, 1979, -29.5750, 116.4967
008016, GLENFERRIE, 1913, .., -30.4450, 117.0406
008017, BUNTINE, 1915, 2020, -29.9869, 116.5711
008018, BUNTINE EAST, 1929, 2010, -29.9331, 116.7697
008019, BUNYA BUNYA, 1922, 1986, -28.4375, 115.1783
008020, SHELLEYVALE, 1951, 2003, -28.9822, 116.1683
008021, SUNNYDALE, 1956, 2020, -30.0425, 116.6981
008022, BALGERBINE, 1959, .., -30.2911, 116.3306
008023, CANNA 1, 1924, 1973, -28.9000, 115.8500
008024, CANNA 2, 1940, 1960, -28.9000, 115.9000
008025, CARNAMAH, 1887, .., -29.6883, 115.8857
008026, CARON, 1915, 1972, -29.5833, 116.3167
008027, PINDAR CHALLYMENDA, 1929, 1968, -28.5167, 115.8000
008028, NABAWA, 1905, .., -28.5008, 114.7897
008029, TIBRADDEN, 1900, 1970, -28.7517, 114.9017
008030, CHAPMAN EAST, 1915, 1947, -28.6000, 114.8000
008031, CLARE HILL, 1912, 1953, -28.4000, 114.8000
008032, BALMAHA, 1930, 1985, -29.0975, 116.1500
008033, CLONTARF FARM, 1929, 2010, -28.7031, 115.8172
008034, COOARRA, 1912, 1959, -30.3000, 116.8000
008035, COOLANGATTA (1), 1934, 1946, -28.9000, 115.5000
008036, COOMBERDALE, 1911, 1997, -30.4644, 116.0372
008037, COOROW, 1912, .., -29.8811, 116.0248
008038, MOORA WEST, 1999, 2015, -30.6392, 115.9883
008039, DALWALLINU COMPARISON, 1912, 2012, -30.2772, 116.6619
008040, DAMBORING, 1936, 1947, -30.2167, 116.7000
008041, DARTMOOR, 1927, 2001, -27.9775, 115.2103
008042, YAMMA, 1936, 1987, -28.0900, 115.1450
008043, DINGLEY DELL, 1912, 1961, -29.0000, 116.0000
008044, DONGARA, 1884, .., -29.2528, 114.9306
008045, DURAWAH, 1909, 1961, -28.5500, 114.9000
008046, DUNOLLY, 1906, 2020, -30.9133, 116.8092
008047, FAIRFIELD, 1919, .., -29.4711, 115.8525
008048, KARINGA, 1912, 1966, -29.3000, 116.2000
008049, GEORGINA, 1933, 1951, -28.8833, 114.7500
008050, GERALDTON TOWN, 1877, .., -28.7769, 114.6050
008051, GERALDTON AIRPORT COMPARISON, 1941, 2014, -28.7953, 114.6975
008052, GLENEVA, 1919, .., -28.1700, 114.7614
008053, GLENMORE, 1912, 1948, -30.7500, 116.7000
008054, GLENVAR, 1937, 2025, -30.7989, 116.8936
008055, GOWRIE, 1912, 1948, -30.3000, 116.8000
008056, DOUTHA SPRINGS, 1928, 1957, -29.0000, 115.9500
008057, GREEN GROVE, 1951, .., -29.5486, 115.0689
008058, GREENOUGH, 1882, 1971, -29.0000, 114.8000
008059, HILLRIVER FARM, 1913, 1967, -28.7000, 114.7000
008060, SOUTH HOLMWOOD, 1921, .., -29.0364, 115.5536
008061, HYDE PARK, 1911, .., -30.2842, 116.6328
008062, ILLANA, 1921, 1948, -28.8000, 115.3000
008063, INDARRA, 1916, 1949, -28.5500, 115.3000
008064, INDARRIE, 1923, .., -30.6719, 116.3079
008065, ISSEKA, 1915, .., -28.4292, 114.6542
008066, KOKARDINE, 1907, .., -30.7008, 117.0608
008067, KOOBABBIE, 1911, .., -29.9414, 116.2003
008068, KOOLANOOKA EAST, 1938, 1975, -29.3000, 116.0500
008069, KOOLANOOKA DAM, 1915, 1945, -29.3000, 116.1000
008070, LAKE HINDS, 1924, 2011, -30.7819, 116.5058
008071, LAKE NINAN, 1909, 1951, -30.9500, 116.6500
008072, LATHAM, 1934, .., -29.7582, 116.4446
008073, LATHAM EAST, 1915, 1986, -29.8150, 116.5850
008074, LINTONS STATION, 1912, 1949, -29.2000, 115.9833
008075, LYNTON, 1914, .., -28.2103, 114.3050
008076, CARINYA, 1956, 1968, -29.3833, 116.1167
008077, HIGHFIELDS, 1956, .., -29.6006, 115.9392
008078, MALLEE VALE, 1935, .., -29.2419, 115.7794
008079, MANARRA, 1906, .., -29.0711, 115.6261
008080, MAYA, 1912, 2009, -29.8658, 116.5250
008081, MELLENBYE, 1903, 2025, -28.8883, 116.1947
008082, MELROSE, 1912, 1953, -30.4000, 116.9000
008083, MENDEL, 1928, 1946, -28.8000, 115.5000
008084, MANAVI, 1908, 2020, -30.2608, 116.2100
008085, MILING, 1924, .., -30.4921, 116.3625
008086, STRAWBERRY NORTH, 1900, .., -29.1514, 115.2428
008087, MINDALLA, 1913, .., -30.4228, 116.4583
008088, MINGENEW, 1896, .., -29.1906, 115.4414
008089, MINGA MIA, 1927, 1950, -30.9833, 116.3167
008090, UPSAN DOWNS, 1956, 1964, -29.7000, 116.1333
008091, MOORA, 1897, 2004, -30.6417, 116.0072
008092, MORAWA WEST, 1912, 1997, -29.1908, 115.8814
008093, MORAWA, 1911, 2005, -29.2103, 116.0089
008094, MOUNT ERIN, 1899, 1961, -28.6000, 114.8000
008095, MULLEWA, 1896, .., -28.5367, 115.5142
008096, MUMBY, 1902, .., -28.1525, 114.5689
008097, NARALING, 1910, 1982, -28.4472, 114.9447
008098, NANGETTY, 1903, 1985, -29.0011, 115.3986
008099, NARRA TARRA, 1899, 2003, -28.6928, 114.7319
008100, NORTHAMPTON, 1882, .., -28.3618, 114.6328
